,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9,Label_10,Label_11,Label_12,Label_13,Label_14,Label_15,Label_16,Label_17,Label_18,Label_19,Label_20,Label_21,Label_22,Label_23,Label_24,Label_25,Label_26,Label_27,Label_28,Label_29,Label_30,Label_31,Label_32,Label_33,Label_34,Label_35,Label_36,Label_37,Label_38,Label_39,Label_40,Label_41,Label_42,Label_43,Label_44,Label_45,Label_46,Label_47,Label_48,Label_49,Label_50,Label_51,Label_52,Label_53,Label_54,Label_55,Label_56,Label_57,Label_58,Label_59,Label_60,Label_61,Label_62,Label_63,Label_64,Label_65,Label_66,Label_67,Label_68,Label_69,Label_70,Label_71,Label_72,Label_73,Label_74,Label_75,Label_76,Label_77,Label_78,Label_79,Label_80,Label_81,Label_82,Label_83,Label_84,Label_85,Label_86,Label_87,Label_88,Label_89,Label_90,Label_91,Label_92,Label_93,Label_94,Label_95,Label_96,Label_97,Label_98,Label_99
47,0,31,0,0,0,0,1,0,7,0,0,0,8,0,0,0,2,1,2,0,5,0,0,0,0,0,0,0,7,0,28,3,0,2,20,10,12,2,0,38,3,0,0,1,0,0,0,0,0,31,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,4,15,4,6,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,0
48,0,0,20,4,0,14,0,0,7,0,0,73,63,0,0,0,0,29,33,0,0,4,0,0,0,0,0,25,0,0,1,0,0,4,1,0,6,0,7,0,0,8,2,49,0,0,5,0,0,2,0,0,33,4,0,3,2,1,0,3,35,0,0,8,0,2,18,0,5,1,0,0,0,1,0,0,8,0,1,0,0,10,0,1,0,0,3,0,0,44,115,1,29,0,0,3,0,0,0,30
49,0,0,78,0,0,0,0,0,0,0,0,11,12,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,2,0,0,0,0,9,0,0,0,1,0,0,0,0,172,16,0,0,0,0,0,16,0,3,0,0,28,0,46,5,0,1,4,130,11,0,14,0,0,0,0,0,0,0,0,45,18,1,0,0,0,9,6,1,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,45,5,4,0,0,0,0,0,8,14,0,0,0,11,0,1,0,1,0,0,0,5,0,0,0,44,0,0,0,0,6,0,0,0,0,0,0,0,91,0,14,0,0,0,0,0,49,1,0,0,25,23,21,27,0,2,0,0,48,0,20,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,95,0,0,0,0,0
51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,7,7,33,27,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,48,0,0,1,0,0,0,0,4,3,1,0,0,3,0,4,0,0,0,0,0,1,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,11,0,0,0,0,0,0
52,0,0,2,0,0,53,0,0,52,0,29,1,0,0,0,6,0,0,38,5,0,7,0,0,70,0,4,0,0,0,4,1,18,0,14,0,0,2,0,15,3,0,0,0,0,0,0,9,0,21,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,4,0,0,0,0,0,41,0,0,1,32,12,4,0,0,0,0,0,0,0,48,0,0,1,0,0,20,0,230,2,0,23,0
53,0,1,15,0,0,0,14,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,32,0,56,0,0,6,0,0,0,6,9,2,9,0,67,0,0,4,9,45,0,0,69,1,0,0,0,0,0,0,5,0,0,53,0,0,0,7,0,0,2,0,0,0,0,14,0,2,0,0,0,0,0,0,0,26,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,8
54,0,0,0,9,73,1,2,0,0,0,0,29,66,0,0,0,16,18,0,0,0,0,1,35,0,2,5,0,0,0,14,20,1,0,13,0,18,12,0,0,0,5,1,0,0,0,12,0,12,0,1,0,0,18,0,88,0,0,5,3,0,0,2,0,0,0,0,0,8,0,0,1,0,0,2,0,0,0,0,86,0,3,0,0,0,0,0,1,26,0,1,0,0,17,1,0,0,0,38,0
55,0,0,0,0,25,1,2,0,0,0,0,30,24,0,0,0,0,3,0,0,22,1,0,0,18,27,0,20,0,6,0,0,0,6,0,0,0,10,0,0,0,11,0,7,0,0,1,33,0,0,58,0,2,0,0,0,0,4,0,0,0,29,0,0,1,0,0,0,0,0,8,0,0,10,29,0,0,0,0,0,0,0,0,1,0,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0
56,0,0,0,52,6,4,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,8,8,0,9,0,0,0,33,1,2,0,0,94,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,13,0,48,4,13,0,4,18,8,0,10,65,29,0,0,0,18,62,0,0,0,8,0,2,0,0,3,0,0,0,63,86,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
57,12,0,0,0,0,0,1,9,0,0,0,0,0,15,9,0,15,0,0,0,0,24,0,0,0,1,78,0,0,0,0,25,0,0,18,17,6,0,1,1,0,0,0,35,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,8,25,0,0,0,0,0,1,0,0,105,27,0,4,0,0,0,0,3,0,2,0,3,0,0
58,0,0,0,16,6,0,0,0,0,0,7,0,0,0,0,0,0,1,0,6,2,0,0,1,8,5,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,1,6,0,0,0,0,0,0,0,0,0,21,22,10,0,178,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,5,0,17,0,9,10,0,0,0,24,0,4,0,7,0,0,0,0,0,2,30,22,0,0,0,0,3,0
59,0,14,4,0,0,37,1,43,0,0,0,0,0,0,22,0,0,0,6,5,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,51,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,37,0,21,0,0,0,1,0,0,159,7,1,4,0,0,0,0,16,0,0,0,2,0,17,19,0,0,0,0,0,2,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0
60,12,6,0,3,0,0,0,0,19,2,0,0,0,0,0,0,26,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,102,1,0,1,0,0,13,7,9,0,0,0,1,0,1,0,0,2,0,0,0,3,13,0,0,0,0,0,0,24,0,0,0,0,10,1,13,0,4,0,0,0,0,0,0,4,0,66,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,1,3,3,19,0
61,0,0,0,27,2,0,3,0,0,3,0,39,0,5,13,0,0,0,0,0,0,21,30,0,26,1,8,0,0,0,0,16,6,0,0,34,0,19,0,0,0,14,0,22,30,0,1,7,0,0,0,5,3,0,0,2,0,11,0,0,0,0,0,2,1,15,0,6,0,0,21,0,0,2,0,0,0,0,4,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,29,0,41,0,4
62,0,6,0,0,1,0,0,46,0,0,3,5,0,0,0,0,31,0,1,0,0,45,0,32,0,2,48,0,0,6,6,0,5,0,0,0,0,0,0,0,1,0,130,0,0,0,8,0,0,11,0,0,4,0,3,0,0,0,67,0,0,0,1,0,0,0,34,0,0,6,0,0,0,1,1,0,3,0,0,1,5,0,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,80
63,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,2,0,47,0,0,5,0,0,0,0,0,11,0,2,0,25,0,0,0,3,1,0,0,15,0,0,4,0,0,0,0,0,0,0,5,0,0,15,0,0,90,1,3,1,0,0,0,0,0,0,0,0,0,0,29,0,9,16,0,0,0,0,0,0,2,0,0,0,2,0,20,12,0,0,0,0,0
64,0,0,0,0,0,0,28,0,0,1,0,6,0,0,0,0,0,84,7,58,0,0,0,0,0,4,0,0,0,0,0,1,0,0,85,0,42,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,39
65,0,0,15,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,10,0,0,2,43,1,38,6,16,0,2,9,0,2,0,2,0,0,2,0,10,0,0,0,0,29,1,0,0,8,0,0,0,0,7,0,0,5,15,0,61,0,0,0,0,1,1,7,8,0,0,3,0,38,11,5,2,0,0,0,11,3,0,0,0,0,3,0,6,0,12,0,17,1,0,0,0,2,11,8,0,0
66,0,7,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,1,0,7,0,0,0,0,0,11,3,0,1,0,26,0,0,0,0,0,0,1,0,43,0,0,57,0,101,0,0,4,1,0,0,0,0,6,0,0,0,0,0,13,0,0,0,4,0,79,0,3,17,1,0,10,1,0
67,22,0,0,3,19,21,31,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,2,9,0,52,0,0,0,0,0,0,0,14,8,0,0,4,0,0,0,0,0,0,10,21,0,3,37,0,0,0,2,0,10,74,0,0,4,0,0,0,16,0,4,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,39,0,0
68,3,3,5,3,0,0,0,0,0,4,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,31,2,11,9,0,5,4,0,0,0,0,16,0,0,0,16,0,16,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,9
69,0,0,0,0,0,0,8,11,12,13,0,14,0,1,0,0,0,3,0,0,2,0,22,23,16,0,0,0,0,7,2,0,0,0,0,18,0,0,0,1,91,0,11,0,0,0,0,0,67,1,0,5,3,0,0,0,4,5,0,0,18,7,0,0,0,1,6,0,0,20,0,0,2,0,0,0,0,8,0,0,11,17,31,0,105,11,0,0,4,0,0,10,23,0,0,7,0,0,15,0
70,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,10,11,0,0,12,0,0,0,0,7,0,0,116,0,0,0,0,0,0,96,0,14,0,0,3,133,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,3,0,0,130,0,4,0,8,0,26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,2,34,0,0,0,2
71,0,0,2,0,0,0,43,14,28,0,0,0,0,6,0,0,0,0,0,15,0,5,0,1,1,0,1,0,0,1,0,6,0,0,0,0,1,0,5,0,0,0,1,46,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,41,4,23,0,4,2,0,0,0,16,3,101,0,0,1,0,0,0,0,0,0,0,0
72,0,2,0,1,2,0,0,0,0,44,9,0,0,0,0,0,18,0,144,4,0,5,1,0,6,0,0,0,0,16,0,0,0,23,0,0,0,9,0,128,0,0,1,2,24,0,0,2,18,0,0,0,1,10,0,0,2,0,0,8,0,0,0,0,4,0,0,0,0,34,0,2,0,1,0,11,0,0,0,17,6,13,0,0,10,1,0,0,0,0,0,0,0,2,0,0,0,1,1,14
73,4,0,0,0,1,0,14,3,37,9,6,0,0,1,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,4,0,0,50,17,13,0,7,6,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,3,0,0,0,8,0,0,0,11,35,0,0,0,0,7,0,0,0,0,0,0,49,0,14,0,0,1,0,1,0,0,56,0,0,2,1,0,0,25,0,20,0,0,0
74,0,0,0,44,0,0,161,0,38,0,0,0,0,2,0,72,4,0,0,0,0,0,0,0,0,0,0,33,0,0,74,0,0,2,0,0,0,13,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,13,1,3,0,0,0,81,76,0,6,7,0,0,0,0,0,0,11,0,0,0,0,1,6,0,5,0,0,1,17,0,0,0,0,0,0,0,1
75,0,0,0,25,20,0,0,0,114,3,0,0,0,1,0,3,3,0,0,0,15,3,7,3,2,0,0,0,0,0,0,0,0,0,0,24,0,1,0,6,2,0,0,0,0,1,0,5,7,0,45,0,13,0,0,0,0,0,0,24,67,0,4,2,0,0,0,0,0,0,1,7,0,0,0,1,0,0,20,0,0,0,0,5,24,0,0,0,3,0,0,0,0,18,1,0,0,49,1,17
76,0,15,2,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,30,0,5,0,0,22,0,0,65,5,0,0,15,0,0,5,0,0,7,0,2,0,0,0,35,0,1,0,0,0,0,0,0,1,0,0,8,0,0,35,0,0,0,30,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,2,2,3,9,0,0,2,0,2,0,0,1,0,0,0,44
77,0,0,0,0,4,0,16,0,0,3,7,0,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,11,0,0,26,0,0,0,0,0,36,0,0,0,0,28,1,0,0,4,13,0,0,29,2,0,0,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,11,0,4,0,0,0,0,72,9,0,0,0,0,0,0
78,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,5,4,0,0,0,9,0,0,4,0,0,0,23,0,34,0,0,0,1,0,1,86,10,0,0,0,0,0,0,0,3,0,0,0,22,0,0,52,0,0,0,1,0,0,0,0,0,0,0,0,21,0,8,0,0,0,0,0,11,18,73,2
79,0,55,0,0,52,0,0,0,0,2,0,80,0,54,0,0,0,21,0,0,0,14,0,0,0,0,7,20,6,7,0,2,1,1,2,1,0,4,0,20,0,0,0,0,0,3,0,0,1,15,12,0,0,14,0,0,0,0,0,58,0,49,0,4,26,0,0,2,1,5,0,0,0,53,0,0,5,0,0,0,33,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,6,15,0,0
80,1,0,5,0,1,0,0,13,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,39,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,21,0,21,0,0,48,0,0,0,37,0,0,1,0,1,1
81,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,109,0,1,0,31,2,0,1,2,46,0,0,8,0,0,0,0,0,3,3,0,0,0,0,1,15,0,0,23,0,0,61,0,8,7,0,0,0,4,1,0,0,21,0,0,0,0,40,0,15,0,0,0,0,0,2,1,0,0,0,2,8,0,0,3,5,0,0,3,0,0,0,0,5,0,7,0,0,0,0
82,2,0,2,0,0,0,12,10,0,0,0,0,0,0,3,0,66,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,2,0,9,0,16,0,0,0,1,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,7,2,2,0,0,0,0,19,0,14,0,0,0,0
83,7,8,0,0,2,0,4,8,0,0,1,0,0,1,0,93,0,0,10,7,0,0,0,0,0,0,23,0,3,2,1,0,0,46,0,0,2,0,0,0,25,0,0,0,0,123,2,0,0,0,15,0,0,1,0,63,0,1,0,0,0,0,53,8,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,1,57,24,82,13,0,0,1,0,0,0,0,0,0,0,4,0,5
84,0,0,20,0,0,0,0,10,0,0,3,0,0,3,0,2,0,14,6,1,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,14,12,1,0,0,0,0,0,0,1,0,0,0,0,0,27,1,0,0,0,0,20,1,2,0,0,0,0,5,4,0,0,0,0,0,1,0,0,16,0,6,0,22,0,0,0,2,6,0,0,0,0,44,0,0,8,25,73,0,2,0,3,39,2
85,7,2,3,0,1,5,0,10,1,5,4,1,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,32,55,1,0,0,2,6,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,24,0,60,0,0,0,21,0,0,0,0,0,0,13,0,0,0,0,0,78,22,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,31
86,0,5,0,0,0,0,0,7,0,0,1,0,45,0,25,0,0,1,0,0,0,0,0,29,0,0,0,0,0,6,41,0,0,14,0,2,17,0,0,0,0,0,3,8,0,0,0,1,11,0,28,1,0,6,0,2,0,3,75,0,2,0,0,0,0,0,0,37,0,0,0,0,5,0,3,0,0,0,0,0,0,42,0,0,1,0,2,44,0,0,0,47,5,2,0,3,27,0,0,0
87,0,0,0,0,1,0,0,13,0,0,10,0,0,2,0,0,0,24,3,0,0,0,0,0,0,45,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,2,1,0,0,3,14,0,0,0,0,1,0,0,1,15,0,0,0,0,5,1,0,4,0,9,0,4,0,1,1,0,2,0,0,12,0,1,0,3,0,0,0,15,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0
88,0,1,2,5,1,0,0,0,0,0,30,1,8,84,6,0,7,0,0,0,0,0,0,10,21,0,0,5,0,0,1,2,0,0,40,0,0,5,0,0,41,0,0,11,1,22,3,0,0,114,0,5,0,0,0,1,0,45,0,9,0,90,0,0,0,2,0,15,0,32,0,0,0,0,0,0,9,0,0,1,0,9,0,1,0,3,4,0,1,0,0,0,0,0,3,0,0,0,0,0
89,0,0,1,3,38,0,3,0,0,0,3,0,0,0,0,0,13,0,2,0,7,0,0,0,0,23,0,0,2,0,3,0,0,0,0,30,14,0,0,0,18,0,17,0,0,0,0,21,0,0,0,0,0,1,4,0,6,1,27,1,19,31,0,8,0,0,1,0,9,0,0,0,0,0,0,0,2,0,5,0,15,1,0,0,136,0,0,19,4,23,0,7,32,0,46,0,0,2,1,16
90,3,1,0,1,0,0,0,1,2,0,50,0,0,0,0,0,4,7,0,1,0,0,23,0,0,0,0,8,0,5,1,0,0,0,0,4,0,15,29,0,0,0,13,40,0,0,2,0,0,0,0,0,0,4,0,0,0,15,0,11,0,0,2,0,26,0,0,0,0,0,27,5,0,0,0,0,0,0,0,1,0,0,10,1,2,0,0,0,0,2,0,0,0,27,0,3,0,0,1,0
91,0,0,26,0,0,0,8,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,51,9,0,0,0,0,0,0,10,0,0,55,11,18,0,41,15,0,0,1,0,0,0,0,0,0,0,64,0,1,1,0,0,0,9,0,0,0,0,6,0,3,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,17,5,4,0,0,25,20,8,0,6,5,1,0,6,1,0,27,0,0,2,8,0,0,13,7,20,32,0,0,0,0,49,0,0,0,0,3,8,0,0,0,0,0,13,0,0,0,29,0,0,0,1,0,12,0,2,0,3,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0
93,0,0,0,1,0,0,0,9,0,5,0,0,1,0,41,32,0,5,4,0,0,2,5,0,0,0,6,0,0,0,0,0,0,1,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,35,0,11,3,0,0,0,0,11,1,0,5,0,1,0,0,0,6,0,5,49,0,0,25,5,0,0,1,0,3,0,21,0,11,0,0,1,1,3,0,0,0,56,0,0,7
94,1,0,0,9,1,4,0,0,1,0,3,0,28,0,4,3,0,0,0,0,0,0,93,0,0,7,0,0,0,0,0,2,18,0,1,0,2,0,0,6,5,9,0,0,0,0,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,6,12,0,2,0,0,0,27,0,0,1,0,0,1,0,41,0,0
95,100,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,145,1,0,0,53,0,0,2,1,19,0,3,0,0,0,0,0,0,0,30,0,1,22,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25,5,47,0,0,0,0,0,0,1,1,1,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,70,1,2,0,0,43,0,0,0,0
96,44,0,0,37,0,0,3,18,17,0,15,0,0,42,0,0,0,0,39,0,0,0,1,0,49,0,42,25,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,2,0,10,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,122,0,0,0,1,3,0,15,0,0,0,0,0,20,0,0,0,0,0,0
97,4,0,0,0,27,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,31,0,1,0,0,0,1,0,0,0,28,0,65,0,7,15,0,0,4,0,0,0,0,0,0,162,0,0,9,27,0,1,0,0,4,32,1,0,0,36,9,0,0,0,0,0,0,0,0,0,23,39,0,0,0,2,6,0,12,0,0,0,0,93,2,0,0,0,0,37,0,0,9,4,3,0,0,0,0,0
98,0,0,0,0,5,2,0,0,85,0,115,0,0,0,0,1,0,0,0,23,0,22,0,0,0,70,0,68,0,0,2,118,0,0,0,2,0,3,19,0,0,0,0,1,2,13,0,0,0,0,0,9,38,0,5,0,0,0,0,0,1,1,6,0,0,8,12,0,22,4,0,0,31,0,7,0,0,2,0,0,0,109,0,0,20,0,0,15,19,0,0,9,0,0,0,0,0,0,55,0
99,0,108,0,0,0,0,3,1,0,5,5,17,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,2,8,0,0,0,83,0,18,0,0,0,0,0,0,14,0,0,1,0,0,0,3,0,0,15,6,0,12,0,0,0,35,8,0,12,1,0,26,0,0,0,0,0,0,0,1,1,183,1,0,0,17,5,0,34,0,0,50,0,0,7,1,0,13,0,0,1
